Date,AA,AXP,BA,BAC,C,CAT,CVX,DD,DIS,GE,GM,HD,HPQ,IBM,INTC,JNJ,JPM,AIG,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,UTX,VZ,WMT,XOM
3/30/87,-2.417036093,-4.401688542,-2.70809586,-1.061956883,-3.104462168,-0.526317004,-2.091789866,-3.456067507,-2.715098907,-1.98026273,-1.341242986,-1.904819497,-1.818231908,1.092022985,-6.805346325,-2.179922834,-2.797385204,-5.406722127,-3.694351519,-2.938507216,-2.878724979,-3.700095641,3.636764417,-1.719240054,-3.085798836,-1.005033585,-2.150620522,-2.500130221,-2.965620958,-2.682153119
3/31/87,-1.230784767,1.98026273,1.040321476,-2.158357167,0.896866998,1.04987841,1.452810056,0.329128108,0.229095175,-0.80321717,1.654232287,3.774032798,1.14026321,-1.499521512,2.777956411,0.823049914,0,0.369686188,3.434948001,0.396825918,0.349854584,1.102547001,0,1.149437943,0.851068967,0.754720564,4.516039612,0.1581028,1.658412802,1.54145634
4/1/87,0.309119257,0,1.157569196,-1.834913867,-0.896866998,0.520834511,2.999435587,1.413835405,0.684153182,0,0.778214044,0,0.226500663,0.691762677,4.027389914,1.626052087,0.353982671,0,0,-0.595830958,0,0.873367997,-7.410797215,0.569802111,1.123607327,-1.007565199,-0.520834511,-1.75303294,-1.324522675,3.198767549
4/2/87,-0.619197025,-3.322564763,-1.416636698,-1.869213301,0.896866998,-0.26007817,2.153929425,1.819204799,2.469261259,0.80321717,-0.155159069,0,-2.057215408,-2.089811764,-1.324522675,-1.08109161,1.403531812,-0.555043053,-2.898753687,-0.399202127,-0.700937449,0.217155351,7.410797215,1.129955525,-0.279720462,-0.25348556,-1.314079356,0.321027563,0,0.185013929
4/3/87,4.553138481,3.159032429,0.903815062,6.924441217,0.445435035,3.32937281,1.810004164,3.439630378,2.625971458,3.922071315,1.387840317,0,4.735947004,0.988883213,6.453852114,1.08109161,1.898245091,1.473323151,3.93235462,4.68835859,2.317600835,3.411844789,3.509131981,1.671348097,4.919024419,1.261050759,2.8685148,3.309994843,3.278982282,1.28560081
4/6/87,1.472780671,0.652530863,-1.423972281,-2.135312447,2.197890672,1.251580793,0.298507684,2.028467117,1.287571436,1.526747213,2.1962261,1.834913867,-1.10743103,-0.082034459,-1.257878221,1.335133317,0.170794235,1.631949183,0.512821637,0.760459939,1.816167967,2.279891496,0,0.550965581,-0.534760633,0,0.768249617,-1.091203345,1.282068843,0
4/7/87,-3.269236169,-1.639380978,-1.180341572,-3.290973409,-0.435730537,0.248447333,-1.956420565,-2.33631754,-1.720472545,-3.077165867,0.894860558,0,-2.252347467,-1.94744087,-1.273902578,-0.798939003,-2.41807982,-2.181904739,-2.853630726,-2.882043854,-0.112549252,-3.545731184,-7.145896398,-3.352269204,-1.894508624,-1.515180502,-1.283714676,-3.023301066,-2.580788396,-0.732604009
4/8/87,0.90226176,0,1.440758386,4.364328973,-1.318700428,-2.005079705,0.454890853,-1.033067039,0.216684809,0.778214044,2.420360174,1.80185055,-1.145487897,0.500835771,3.774032798,0,1.388911216,-0.368324542,1.307208157,0.389105549,1.564277707,1.892800989,3.636764417,0.566573754,0,-1.538491884,-2.617950558,0.483482005,0,-0.923367595
4/9/87,-2.731581065,-2.172182315,-0.652318034,-1.433716315,-1.336322781,-4.134955982,-2.916553616,-1.569890954,-2.409755158,-1.957009619,-1.166193975,0,-2.095536518,-2.231201798,1.227009259,-1.075279178,-1.388911216,-3.568453737,0,-1.368545309,-0.779080179,-0.836824967,0,-2.285813808,-1.931094491,-1.825344031,-2.416224928,-2.441130168,-1.315808458,0.370370794
4/10/87,2.130978659,0.505477066,0.39190122,-1.08893998,-0.449438959,0,2.461662764,-0.634922768,-0.221975674,0,3.24586735,-1.80185055,0.235017734,0.721105988,1.212136053,1.075279178,-0.877968765,-0.383142231,0.518135874,-1.387534649,-1.917712464,0.836824967,0,0.576370472,-0.558660671,-1.859283308,0.542006747,0,-0.664454272,1.649899938
4/13/87,3.259547825,-0.505477066,-1.444542519,-4.097407421,-6.513930217,-1.328040767,-1.069528912,-3.456067507,-2.931438767,-4.445176257,-2.079673375,1.80185055,-3.584613177,1.801095808,-7.503518594,-1.617285925,-4.694002488,-4.114194333,-2.088848795,-3.245721015,-2.888704614,-1.892800989,-3.636764417,-3.509131981,-3.419136475,-3.270046131,-1.6349138,-2.16494717,-1.342302033,-0.729930248
4/14/87,-1.764751681,-3.611742523,-0.930239266,-5.872528601,-4.423325498,-0.805373481,-2.173998664,-1.773882434,-0.919546709,-1.666705249,-1.607047003,-5.505977718,0.243013485,0.331537809,-1.307208157,-3.878602504,-3.002101625,-3.459144477,-5.700321868,-1.453815845,-1.8935477,-0.852883635,0,-1.80185055,-3.840944811,-2.524678273,-1.383147915,-1.185449953,-2.393276621,-0.91996969
4/15/87,1.764751681,0.174978172,0.399734043,7.381991224,1.000008333,0.805373481,1.092907053,3.516845947,1.603699891,4.919024419,3.686720378,1.869213301,0.725517088,1.844692604,1.307208157,0.843886865,0.947874395,0,3.836086787,1.453815845,0.357782135,-1.510276819,3.636764417,-3.704127168,2.381064869,1.410460618,-1.120459901,0.848181506,2.054866823,0.736651582
4/16/87,1.447203261,0.349040494,-0.399734043,0,0.496278934,0.533334598,-1.250016276,2.242485854,1.80185055,-2.429269257,0.84806162,1.834913867,2.381064869,-0.61112433,3.822121282,0,0.37664828,3.25894421,-1.08109161,1.229523686,-1.559719681,-1.754430965,3.509131981,3.09622256,-0.294551023,2.21615718,-0.282087634,1.342302033,2.345166104,-0.92166551
4/20/87,3.944173205,0,-2.295846956,-1.509462622,-2.000066671,-1.069528912,0.157109223,-1.168361671,-1.122346237,-0.823049914,-1.132354633,-1.834913867,0.936775,0,-2.531780798,-0.56179923,-0.37664828,2.180462997,0.811912444,-0.818000471,-0.484849435,-0.665929209,-3.509131981,-1.846206284,-0.29542119,0.546449447,-1.136375865,1.816730396,0,-1.11733006
4/21/87,2.185879381,-0.17436796,2.028467117,2.255734742,2.493894835,3.953083876,3.547017945,1.589858607,2.011240979,3.651521298,3.839913293,-1.869213301,3.886203309,4.553502276,5.001042057,3.051554393,1.498155362,1.749315745,3.444048998,2.8341978,3.931417546,1.766050315,0,4.255961442,4.058528012,0.543479599,0.285306898,1.784313357,3.257617043,2.587944799
4/22/87,-0.814115758,-2.652675433,-1.755615652,-2.636687584,-1.488861249,-1.825344031,-3.077165867,-2.556049698,-1.560789767,-2.01214032,-2.006293515,0,-4.587960575,-1.733009106,-1.227009259,-1.375537507,-2.636687584,-4.532795644,-5.074519901,-0.199800266,-2.005966967,-1.989015848,3.509131981,-3.636764417,-2.882043854,-0.543479599,-2.014456609,-4.102297935,-3.589292306,-2.587944799
4/23/87,-2.203945957,-1.626052087,-1.095901379,-0.766287275,0.995033085,-1.058210933,-1.574835697,0.107816722,0.671895025,-0.407332539,0.557492733,0,-1.656842635,0,2.439145312,0.82759093,1.702973984,-1.831180364,-0.549451932,0.995033085,0.712592089,0.222965533,0,1.227009259,0.29197101,0,0.290275966,1.331134464,0.331675263,1.302343989
4/24/87,-1.402547535,-1.098912158,-1.526747213,-0.385356932,-3.526813884,-1.069528912,-1.923136193,-1.083434217,-3.405550441,-0.408998525,-1.82333242,-1.904819497,-1.927770543,-1.642336133,-1.212136053,-1.104983619,-0.187793482,-2.074763219,-2.793477733,-3.21959398,-0.831852688,-2.708969265,0,-2.469261259,-1.764751681,-1.648388972,-1.754430965,-1.666705249,-3.025440836,-2.432299514
4/27/87,0.843886865,-1.297515886,-4.432462507,-1.165061722,-1.550418654,-2.173998664,-0.486618965,-1.426244692,-1.161453242,-0.823049914,0.423729448,-1.941808586,3.114024074,1.642336133,2.409755158,0.277392688,-0.37664828,4.107353521,0.564973254,-1.234583582,0.831852688,-1.150760685,0,1.857638557,-1.494796144,-0.555556984,-0.591717703,2.489755162,1.018684531,-1.142869582
4/28/87,2.21615718,0.186393344,-3.118292744,-1.972450535,3.58094527,0,1.772810329,-2.687731776,3.444657446,0.412371718,-0.423729448,1.941808586,3.476595784,0.633665487,2.353049741,0.552487593,0.37664828,-3.272275599,-1.133156601,1.438873745,-2.638042668,0.231213976,6.66913745,1.823758755,-1.823758755,0.555556984,0.591717703,-0.988475923,-0.677968699,-1.350068722
4/29/87,-1.657496509,1.845070791,-0.605145568,0,-1.010109599,3.243527575,0.953902305,0.113443007,1.34531177,-0.412371718,1.265839687,1.904819497,0.227531384,2.148100562,0,-0.552487593,1.492565022,0.414938355,-0.571430126,2.020270732,1.087624014,-0.695251931,-3.278982282,1.197619105,-0.307219904,0,2.332467257,0,0,0.58083416
4/30/87,1.108044578,2.348798131,0.605145568,2.750664579,2.010117932,1.844584579,1.880933196,3.344793407,0.222469502,1.232048439,2.960629319,1.869213301,-1.373019281,0.923083478,1.15608224,-0.277392688,1.470614739,2.454110892,2.54610642,1.783991813,1.904819497,1.15608224,0,1.183445765,1.223256844,2.732410427,0.860837454,2.453107475,2.020270732,1.912104145
5/1/87,0,-0.53715438,1.645512073,-0.778214044,-1.000008333,0.780238028,-2.994707637,-1.324522675,-0.668898815,-1.232048439,1.815175888,-3.774032798,1.373019281,0.343971293,-1.15608224,-1.11733006,0.54595222,-1.834913867,-1.69018108,2.33020252,-1.544891094,0,0,-1.780462463,-1.840542754,1.072396336,0.853490245,0.161420535,-2.020270732,-0.951481964
5/4/87,2.179922834,-0.359712618,-0.297177039,2.316705928,-2.544666566,0.516797016,1.271877241,-0.333890127,0,1.232048439,-0.400534581,1.904819497,3.132247113,1.439418792,0,0.839165764,1.083043077,0.410678195,0.848661388,-1.35267763,1.662746146,1.142869582,3.278982282,0.597016699,0.617285911,0.796816965,0.846267392,0.80321717,-0.682596507,0.761908448
5/5/87,1.072396336,2.315330497,0,1.890415464,1.025650017,3.5446749,2.032908164,4.042057617,3.300629647,2.419472859,0.533690393,1.869213301,5.777007206,2.378410143,2.298951822,3.287967412,3.180480087,2.429269257,3.051554393,2.117499714,3.358740732,4.445176257,9.237332013,0.593473552,3.03053495,1.314079356,1.947210341,0.637960696,2.702867239,2.990877139
5/6/87,3.665331765,-1.418463499,0.297177039,-3.04205967,-3.636764417,4.618074506,2.446605215,0.852883635,0.431966114,0.397614838,0,1.834913867,-3.168163598,-0.110233338,-2.298951822,-1.356872921,-0.174064448,-1.207258123,-3.616527647,3.002101625,-1.145487897,-2.197890672,-2.985296315,0,-1.201215645,0.260756341,-0.275862244,-1.441177866,-1.005033585,-0.554018038
5/7/87,1.530642128,-1.620197458,1.326474866,1.532597048,-1.600034135,4.186657939,1.350358103,2.204813722,-0.648650923,-1.197619105,-0.266489165,0,0.428266179,-0.442152526,-2.353049741,-1.098912158,-0.699303549,-2.045061047,-2.002928188,-1.115253195,-1.509024572,0.443459707,2.985296315,-1.791092657,4.142604165,-0.522194398,0,-0.809721023,0,-0.930239266
5/8/87,0,-0.911583341,1.453513962,0.757579381,-1.626052087,2.918276676,-0.298507684,-0.207900283,-0.87146521,-1.619468592,-0.535118334,1.80185055,1.484650812,-0.704097776,0,-0.554018038,0.699303549,-2.510592113,0.576370472,-3.036286373,-0.822083314,-0.221484033,8.455738803,-0.604231446,5.085841723,-0.524935589,-2.234729869,-1.144738584,0.671143459,-0.187090794
5/11/87,-1.788042528,-1.290340484,-2.188271125,0.37664828,-3.333642027,0,-1.051850419,0.932166253,-0.879126541,-1.232048439,0,5.218575317,-2.558774995,-0.447261275,-1.197619105,-1.398624197,-0.349040494,-2.792877553,-0.576370472,-0.968061771,-1.30565653,-1.114838748,-2.739897419,-1.834913867,-1.386984786,-1.324522675,1.680711832,-0.825768524,-1.008411907,2.03899557
5/12/87,1.280427225,1.107022375,0.147383962,-0.37664828,-1.709443336,-0.888894742,-0.151171609,0.719058055,0.660068403,1.232048439,0.267917106,-3.448617607,2.97894368,1.446344516,-2.439145312,0.56179923,-1.408473988,0.217627942,-1.455629777,-0.781253974,2.361384811,1.557317346,-5.715841384,1.227009259,0.557104505,0.796816965,1.104983619,1.154176044,2.995232228,1.818231908
5/13/87,0,-0.367647473,0.587373201,1.498155362,-1.15608224,-1.348335034,0,-0.822204015,-0.439561147,0.407332539,-0.603826055,1.739174271,2.892763691,0.51413995,2.439145312,-0.280505093,-2.331944235,2.57524961,0,0,0.581735207,-0.442478598,2.898753687,0,-0.557104505,-0.264900817,0.547946576,-0.493016611,-0.32840752,0.18001805
5/14/87,-0.254777208,-0.369004109,-0.734757163,-2.636687584,1.729149711,-2.288429383,-0.151400483,-1.037353701,-2.002291588,1.212136053,-1.08255455,0,1.415594923,-0.661523912,0,-0.563381772,0.362319237,1.263174691,-0.293685967,-0.392927814,-1.401892118,-0.221975674,2.817087697,-0.611622702,-1.123607327,-0.531916148,-0.823049914,0.656816811,-0.32948959,-0.18001805
5/15/87,-1.025650017,-4.344403659,-1.48591144,-3.101023674,-2.312241742,0,-3.233538064,-2.85582602,-1.585537179,-2.851517031,-1.025650017,-1.739174271,-2.645118609,-2.766531578,-1.212136053,-2.865525576,-1.273902578,-2.114243657,-1.780462463,-1.587334916,-2.140390866,-1.793770069,-2.817087697,-3.750439546,-1.422499093,-2.156417792,-3.36166108,-0.986850114,-4.040953834,-3.297001924
5/18/87,-0.516797016,-3.937516523,-1.96529379,0.392927814,-1.176484158,-0.464037956,0.624026986,-0.214822854,-0.917437628,-1.247417423,-0.551345297,0,2.242703579,0.227186769,-1.227009259,-0.583092031,-1.104983619,1.273902578,0,-1.005033585,0.479617226,-0.6810469,-5.884050002,-1.282068843,-1.152750517,-0.820798042,0.568183347,0.165152804,1.703618715,1.478770015
5/19/87,-1.041676086,1.197619105,-0.612559343,-4.000533461,2.339287957,-1.877989465,-3.64252462,-3.057006608,-1.860518783,-1.687803779,-2.306988017,0,-2.449102001,-2.683181282,-6.371581439,-2.366974409,-2.247285585,-0.634922768,-0.600602406,-1.424235672,-0.359497092,-0.915338199,-3.077165867,-2.61452801,-1.166193975,-3.352269204,0.564973254,-1.831858052,-2.739897419,-1.665163359
5/20/87,-2.384218896,4.272494467,-1.392133852,-2.06192872,-1.749315745,-3.865215443,2.23294764,-1.227009259,-1.418463499,0.847462699,-1.496287268,-1.76995771,-0.621763661,-0.07773028,1.307208157,2.074148431,-3.27266935,-3.456067507,-1.212136053,-1.652930195,2.020270732,0.915338199,0,-0.664454272,0.292825978,-1.719240054,-1.99153097,-2.03742192,-2.10534092,0.372439909
5/21/87,-1.894508624,3.18081072,0,1.242252,1.749315745,0.49140148,0.31496089,0,1.652930195,0.421053254,-0.937619563,1.76995771,0.621763661,0.426770774,0,0.292825978,3.650741634,1.958713328,-0.611622702,1.447801918,-0.589972213,1.132514936,0,1.324522675,-1.76995771,-0.289435803,0,-1.034491984,3.484673133,0
5/22/87,-1.652930195,0.367647473,1.084441301,0.81967672,3.966525639,0.488998529,-0.31496089,0.55959855,0.233918235,0,1.367419651,0,1.027758276,-0.426770774,-3.974032865,0.873367997,1.498155362,0.43010819,2.723315046,3.033599661,0.472255895,1.564277707,-3.174869831,0.655740055,1.76995771,2.57524961,3.111990871,2.39737509,1.360565206,-0.559181327
5/26/87,1.104983619,5.532186603,0.920251893,2.817087697,2.197890672,2.647567398,1.40957698,4.046478787,3.895108658,5.318226546,0.641256205,3.448617607,2.024360628,2.533724792,6.538275926,2.008675857,3.290973409,5.632353992,4.665569164,2.556678097,1.867032062,-0.221975674,3.174869831,3.215711163,4.572224934,5.228150651,0.832182334,2.010117932,2.006756305,1.115253195
5/27/87,0.547946576,-1.047129987,3.598589192,0.790517951,0,1.882408525,0.155400187,-0.75309662,0.671895025,-3.651521298,-1.071056294,4.959694114,-0.200601873,0.227186769,0,-0.284495213,-2.73490154,-1.636028311,-1.146144352,-0.194363521,0.115540163,1.104983619,0,0,-0.841519693,0.801072375,1.098912158,1.807773142,0.660068403,-0.370370794
5/28/87,0.272851465,0.350263055,3.331227647,1.949379468,-1.092907053,0,0,-0.432901109,1.109889307,3.651521298,1.637630047,0,0.600602406,1.016001214,1.257878221,0.568183347,0,-1.244829353,1.714327699,-0.585367525,0.34582167,2.388821517,6.062462182,0.630916919,1.120459901,0.530505223,-2.770260255,0.487409576,0.32840752,0
5/29/87,-0.820798042,-3.017087763,-3.331227647,-1.165061722,2.710192978,-3.800932597,1.693650953,0.432901109,-1.109889307,-2.01214032,0,1.600034135,0.795232819,-1.622983351,1.242252,1.406492947,0,0.416667269,2.24099014,-1.57794201,-1.507274912,0.214362354,-2.985296315,-0.630916919,-1.120459901,2.094317385,-2.560595091,1.448134719,1.626052087,-0.558140984
6/1/87,0.274348595,-0.361011222,-0.147383962,1.165061722,4.700604238,1.918524072,1.515180502,-1.304366319,-0.22346378,-1.227009259,0,1.574835697,1.57174159,-0.228571528,-3.774032798,-0.841519693,1.28560081,1.034135379,0.276625349,0.989127748,-0.468384931,-1.293121467,0,0.630916919,0.56179923,0,0.287769983,0.47808856,0.32206147,0.372439909
6/2/87,-0.549451932,0,0.441501821,0.385356932,-0.511510067,0,-1.515180502,0.109349382,0,2.839947452,-1.064972792,-1.574835697,-3.369991845,-1.498587123,-5.264373349,1.120459901,-0.548949228,0,-0.832182334,0.392927814,0.701757266,-0.87146521,0,0.626961301,0.279720462,-1.303799434,0.286944243,-0.47808856,-0.32206147,0
6/3/87,3.252319171,2.67634172,0.877198607,0.383877631,-4.189094171,0,0.911860422,2.162246401,1.553860343,1.587334916,2.328147482,1.574835697,-2.863181267,1.879249935,1.342302033,2.203945957,1.457220686,3.834980537,1.383147915,1.941808586,0.928080907,3.017470312,0,3.681397312,1.386984786,2.077996849,0.571430126,1.427462779,3.174869831,1.109068669
6/4/87,2.631730832,-0.884179058,1.874604282,-0.383877631,0.533334598,0.237248035,0,1.906837437,-0.662985854,-0.394477829,0,3.077165867,1.441837542,0.681562654,0,0,0.180668522,0,-0.82759093,1.147240116,0.575706829,0.423729448,0,1.197619105,-0.275862244,0.512821637,1.694955831,0,3.681397312,0.183654781
6/5/87,0.776200534,-1.431151439,-0.573067471,0.383877631,2.10534092,-1.432005377,-1.064648839,-1.160962908,0.221484033,-0.79365496,-0.559442019,-1.526747213,-0.409836639,-0.833653938,0,-0.546449447,2.319461698,-0.396825918,-0.834497193,-0.380952842,0.686501552,0.421941554,-3.077165867,-0.597016699,-1.111122543,-1.287019052,-1.694955831,0.157356445,-2.130978659,-1.29272345
6/8/87,0.2574004,0.359712618,0.573067471,-0.383877631,1.036278704,1.668691879,-0.459770925,0.317965292,2.835522576,2.362314576,0.419874655,1.526747213,1.021459341,0.758153745,2.631730832,1.630470902,2.266879981,1.773445494,2.2100347,1.702973984,0.681820823,1.255246607,0,0.597016699,1.936436718,1.79722424,1.694955831,0.470589104,1.223256844,0.185701075
6/9/87,2.538207327,1.602883828,0.569802111,2.656702738,-2.08340869,1.408473988,0,0.73801073,1.069528912,-0.781253974,-0.139762427,1.503787736,-0.611622702,-0.834286219,3.822121282,-0.269905697,0.344234419,-0.981362145,1.086967224,0.374532273,-0.226757467,0.414938355,0,0,-0.274348595,-1.280427225,0.836824967,-1.259859184,0.30349037,-0.744882401
6/10/87,2.475373915,1.403531812,-1.430639565,0,0.524935589,-0.701757266,-0.153727932,-1.481508579,1.687803779,-0.787405643,-2.4780029,-1.503787736,-0.821359854,-1.34178743,-2.531780798,-0.814115758,-1.384105141,-0.593473552,0,0.186741417,1.016383679,1.234583582,-6.453852114,0,1.6349138,0.2574004,1.379332213,0.47430919,0.904983552,0.559181327
6/11/87,0,-0.349040494,-0.433213674,1.85534079,0.522194398,1.166874383,0,0.637621714,-0.20942416,0,0.429185208,0,0.411523215,-0.077220081,2.531780798,0.814115758,2.069039326,3.700519599,1.608613775,0.186393344,0.671895025,-0.409836639,-6.899287149,1.183445765,0.269905697,1.530642128,3.76388515,0.31496089,1.194044037,0.925075977
6/12/87,-0.736199644,2.758795652,0.720983657,2.181904739,3.077165867,1.153415325,0.153727932,-0.212089157,-0.84211024,1.178795575,-0.572657256,0,1.224505096,-0.658789439,-2.531780798,2.666824708,1.018684531,-0.191387618,0.265604406,1.111122543,0.999453072,-0.205549918,3.509131981,0,2.396919011,2.005079705,-0.529101763,1.714773116,0.296296513,1.462548922
6/15/87,0.246002584,0.3395589,2.693288236,0.359066813,3.474294844,-1.618532442,0.917437628,-0.425532557,0.632246574,1.550418654,-0.287563103,2.985296315,-1.842426733,1.925357897,-1.290340484,0,1.175496323,1.709443336,-0.798939003,1.824868159,-0.110558331,0.81967672,0,-0.589972213,0.262812241,1.233061246,0.264900817,1.228894113,1.468455168,0
6/16/87,-0.492611834,1.011813017,0.279329791,1.423511582,0.970881413,0.696866932,2.257432204,1.060455325,-0.421053254,-1.550418654,-1.085786997,0,1.232048439,1.476460665,-1.307208157,-0.263504764,1.491328385,0.750472565,0.798939003,-1.09091991,2.620237239,-0.204290163,0,1.176484158,1.303799434,-0.985229644,0.264200946,1.515180502,0.870832789,0.181323712
6/17/87,0,-1.011813017,0.556329669,0.704228263,-0.970881413,0.461894586,-0.447428039,3.115516778,1.257878221,-1.178795575,-0.730463438,1.459879942,-0.408998525,-0.4142352,3.871451218,-0.264200946,0.32840752,0.186741417,-0.265604406,-0.182982668,0,-0.821359854,3.390155168,0,-2.094317385,1.230027808,-0.794706169,-0.754720564,0,0.180995525
6/18/87,0.982808894,-0.3395589,0.41522551,0.350263055,0.970881413,-0.6936444,0.298507684,-0.409836639,1.447801918,0.787405643,1.093703939,-1.459879942,-1.652930195,-0.30234339,-1.273902578,2.6111144,0.327332534,0.743497849,0.530505223,-0.550965581,0,-1.036278704,0,-0.586511945,-0.530505223,-0.49019706,-0.266311742,-0.151630052,1.149437943,0.180668522
6/19/87,1.215081778,0.3395589,0.275862244,0,-0.484262448,1.611082027,-0.298507684,0.205128277,0.409836639,-0.392927814,0.434154083,0,0.623054975,0.30234339,-1.290340484,0.2574004,-0.655740055,-2.436859102,1.574835697,0.367647473,-0.540249828,2.06192872,0,0.586511945,0,0,1.061017911,1.356463903,2.5389234,0.1803427
6/22/87,-1.459879942,2.510592113,0.275103337,-0.350263055,-0.486618965,0.682596507,0.298507684,1.019376819,2.623763022,3.861483613,0.719427563,-2.985296315,1.234583582,1.163021926,2.564243061,1.023026825,-0.660068403,0.75614727,1.550418654,0.366300776,3.617415695,2.020270732,0,1.739174271,1.844584579,0.49019706,-0.529101763,1.042451734,1.931094491,1.78576174
6/23/87,-0.985229644,-1.163770408,-2.362861839,0.699303549,0,-0.227014853,0.148920355,-1.224505096,0,-0.760459939,0,-1.526747213,-2.066189206,1.00204958,2.500130221,0,-2.514801428,-1.709443336,-0.256739551,-3.724825388,-1.261846396,0.796816965,0,2.272825108,0,0,-0.265604406,-0.892863074,0.272851465,-0.532388125
6/24/87,-1.496287268,-2.027096437,-0.989407365,0,-1.970507108,-0.684153182,-0.148920355,0.91978165,0.99108839,-0.382409644,0,0,-0.208986492,0.735838493,-2.500130221,-2.056627758,-1.36754268,0.573067471,-0.515465059,-1.915767403,1.366285048,-0.397614838,0,-1.129955525,-0.523561405,-0.49019706,-0.533334598,-1.051850419,-3.606493492,-0.356506616
6/25/87,1.496287268,2.027096437,0.283688134,1.039870722,0,2.038575692,1.185199059,1.514415616,-0.395257432,1.897590146,0.1432665,-1.550418654,2.479465861,1.057439206,-2.564243061,1.033600933,-1.212136053,2.631730832,0,2.10534092,1.758969303,0.99108839,0,0.566573754,0.784317746,1.463440752,-0.267737777,0.752448998,1.680711832,0.888894742
6/26/87,-0.496278934,-0.502934841,0.705719231,-1.039870722,-0.498754151,-0.674918197,-0.442805152,-0.603016903,1.766483618,-0.37664828,-0.430416733,-1.574835697,-0.81967672,-0.837739374,7.503518594,-1.033600933,-0.349040494,-1.119414674,-1.825344031,-2.10534092,-1.030936966,0.197044399,0,1.123607327,-1.839736514,-0.485437846,0.801072375,-0.752448998,-0.278164296,-0.177147965
