,Date,AA,AXP,BA,BAC,C,CAT,CVX,DD,DIS,GE,GM,HD,HPQ,IBM,INTC,JNJ,JPM,AIG,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,UTX,VZ,WMT,XOM
21,1/18/95,1.428595725,0.39814253,-0.753961853,0.0,1.020417017,0.571430126,1.9512814219999999,0.8506165059999999,-0.79108647,0.482704075,-3.3919244369999997,0.0,1.1312337829999999,-0.293341366,3.655759573,-0.186393344,-1.369031961,-1.317542116,-0.754341017,-0.41649373,0.0,0.0,0.589972213,2.515855964,-2.181294539,-0.902755413,0.627945548,-0.212690615,-1.170848926,1.28560081
22,1/19/95,-1.069528912,-0.7978765729999999,-2.038806604,-1.3443070259999998,-2.5708356709999998,-6.777261508,0.0,-0.21197676199999999,-1.30815819,-2.437163682,0.582166238,0.219780308,0.33688970700000004,-1.003846635,1.778954156,-0.655126349,-1.6424879669999999,-2.212627979,0.754341017,-0.922438407,-1.208142097,-0.896136343,-2.3810648690000003,-0.623054975,-0.424990015,0.902755413,-0.785549994,-0.49804443,-0.536769942,0.0
23,1/20/95,-1.444068415,-0.401338331,-1.295690581,-0.301205047,-1.047129987,-3.9383328,1.370823385,-1.06667678,1.30815819,0.0,-1.864235081,-0.7713536870000001,-1.581953894,-1.434573317,-2.809891122,0.0,-1.669916776,-1.022155407,0.0,1.338932137,0.715665042,-1.069528912,-3.058342337,0.0,-0.426803892,-0.573537008,0.31496089,0.0,0.536769942,0.99864652
24,1/23/95,0.121138719,-0.40295554899999997,-0.523013745,-0.90909717,-0.792606527,0.21119332,-0.272665472,-0.915707988,-0.7973945840000001,-1.491328385,0.0,0.220994565,-0.915338199,-1.516559245,2.304839544,2.503607816,2.0513539830000003,-0.618346182,0.0,0.827819297,-0.219659616,0.4127121,1.846206284,0.8298802809999999,1.021285473,1.791578864,0.0,-0.214209293,1.170848926,1.524009774
25,1/24/95,-1.7094433359999999,0.0,0.783498393,0.606982137,2.099814684,0.735683823,0.272665472,1.129955525,1.803150188,0.333333642,-1.899650069,0.0,1.256441429,-0.367422336,1.507566241,-1.383147915,0.88440248,0.34399758700000005,-1.0070578559999999,1.310420062,-1.216829173,-0.4127121,-1.2270092590000001,-0.20682530600000001,-0.169491566,-0.566573754,-0.157356445,0.9249443390000001,0.632913505,-1.9767040740000001
26,1/25/95,1.102276929,0.0,-2.369155294,1.9476271059999999,1.80185055,0.937995413,1.3522856509999999,0.213789499,-2.094695584,0.66335235,0.981469165,0.879126541,-2.296312151,-2.233343445,-0.7509422020000001,-0.65207497,1.0012599290000002,0.6844653690000001,0.50479663,0.0,-0.44618032700000004,1.069528912,-0.309119257,-0.20725396,1.347956383,1.530436637,0.627945548,2.931124004,0.524385051,0.4526943
27,1/26/95,-1.4724192390000002,-0.404585852,-1.665362152,1.0332195240000002,0.7623925109999999,0.20725396,-0.809175015,-1.995213126,1.08893998,0.494642394,-3.59055416,0.218579322,-1.168237585,0.0,-0.503779403,2.035222885,-0.62461165,1.085492341,2.191322743,3.2816069889999997,1.387754717,1.300831351,-3.1449132680000003,1.4418375419999998,0.417537141,0.8754532629999999,1.5528262330000002,2.579912267,0.625653761,0.540541857
28,1/27/95,-4.164639688,1.208879732,-0.271223383,0.585653211,1.007565199,-1.880933196,-0.543110636,-2.7051056019999997,6.160099784,-0.991743666,-0.677203491,0.761286983,0.9356793409999999,0.188028886,0.7547205640000001,2.173998664,2.230575751,3.513785417,1.224005489,4.766467165,-1.667631754,0.322580925,0.0,0.204290163,2.793936869,2.349364124,-0.618239991,2.7761201160000004,2.7679880960000003,-0.9932361559999999
29,1/30/95,-3.942691998,1.5894374340000001,-1.919444726,-0.87977107,0.9975145059999999,-2.132276947,-1.9244580169999999,-2.550435775,1.6829747609999999,1.320151186,-0.34032931299999997,-0.979866305,-1.761642739,-1.006931101,-1.515180502,0.8920665759999999,-1.2330612459999999,-0.45706902899999996,0.43699996700000004,1.5642777069999998,0.503216047,0.96154587,-1.610340757,-0.81967672,1.527975043,-2.666824708,-2.353049741,-1.378426814,1.106094736,0.0
30,1/31/95,1.463765323,2.466056182,-0.834033192,-0.739101665,1.2330612459999999,-0.540249828,-1.6089888909999999,0.22935789899999998,-0.468384931,0.653597098,3.9548456639999996,-1.100121106,-0.475060276,0.504732933,-0.766287275,0.884179058,1.965665255,-0.656601177,-0.242541957,-0.37023367,0.7224260370000001,2.8303776160000003,0.647251451,2.0367302819999997,-0.9623169690000001,1.18531613,1.104983619,-0.729688146,0.598207168,0.0
31,2/1/95,2.220862015,0.383877631,3.0247013,-1.0440065,0.48899852899999996,0.216450301,0.492438561,0.22883305199999998,0.267917106,-0.653597098,2.214511236,2.404487425,1.88684843,2.055506814,1.778954156,-2.4054611930000003,-0.978002905,-1.996074256,-0.43806349,-1.9476271059999999,-2.6937655730000003,-1.248066122,-0.323102058,-0.6066752679999999,-1.952869222,-0.314713084,-0.629923343,-1.610773082,2.648511846,-0.54595222
32,2/2/95,0.258064659,0.382409644,0.809284158,0.7468294609999999,0.486618965,1.50217417,1.11655033,0.228310601,-0.267917106,0.1638002,-1.2903404840000001,0.0,-0.938974035,1.042634407,2.2416878909999998,0.180180229,0.612371785,0.06718172900000001,0.24360548,3.054241128,0.510639407,0.0,-0.324149392,-0.610378294,0.7368023509999999,-1.189074652,0.629923343,-0.47473809100000003,1.059229932,-0.640734458
33,2/3/95,4.040953834,1.640415334,0.8560779940000001,5.218575317,5.890984575,1.3749555580000001,0.829306757,0.681820823,2.189142148,1.7843133569999998,0.0,0.538504263,-0.35440084299999997,0.304599687,1.7094433359999999,0.896063343,1.9347641,3.62716979,1.401327594,-0.367512358,0.226116546,0.0,1.9293202930000002,1.6194685919999998,0.974033675,2.364176306,1.092907053,0.745008525,1.048127747,1.6393809780000002
34,2/6/95,-4.817154367,-0.376175992,1.585656901,2.234729869,-0.229095175,1.459879942,2.178438767,0.677203491,0.979439759,-0.32206147,0.324149392,2.0202707319999997,1.176484158,0.0,0.241838086,0.6225008989999999,0.358637563,-1.0416760859999998,0.239635868,0.7336790059999999,1.679770739,1.866306113,1.265839687,-0.201005093,2.315472708,-0.31201273399999996,0.31007776800000003,0.940235268,0.56710927,0.18050546399999998
35,2/7/95,0.0,0.7509422020000001,1.302440917,-1.2508849690000001,-0.690451535,-0.518942524,-0.811363477,1.174181788,-0.717316411,0.0,0.0,1.2552466070000001,0.233644966,-0.18264845300000002,-0.970881413,0.265604406,-0.7185659659999999,0.717316411,0.71548123,0.800877961,-0.222345839,-1.240325978,0.313972,0.401606965,-0.237060561,0.0,-0.154918699,0.400267379,-0.56710927,0.180180229
36,2/8/95,-2.498486308,-0.7509422020000001,0.258464863,0.557881503,0.460830309,-0.41710175200000005,1.080361622,-0.22259330300000002,2.136695079,0.0,-1.5765480109999999,-0.730311018,0.697677249,0.0,4.9950930410000005,-0.176991197,0.956945102,1.1628038,-0.71548123,-1.5345569669999999,0.0,0.311526732,1.555241301,1.98419208,-1.113774441,2.316705928,-0.466201311,0.464962644,0.56710927,0.44903533
37,2/9/95,2.368531774,-0.503779403,-0.517599499,-1.5417264030000002,-0.460830309,-1.15608224,-0.268998145,0.8321823340000001,-1.419378668,0.482704075,0.981469165,-0.31463056899999997,2.743029123,1.030624461,1.153415325,-1.337514366,-0.597016699,-1.81469659,-1.446505453,0.367512358,0.7208237479999999,0.620157026,0.0,-1.783991813,-0.160128137,-2.004693195,0.311042241,-1.334242608,-1.042169546,-1.262415323
38,2/10/95,0.518807908,-0.7604599390000001,-1.83299188,-0.28288562,-0.46296379,0.9468771429999999,-1.4242356719999998,-0.221239028,0.453809531,-0.160642605,2.412338904,-0.526594161,-1.133798994,0.0,-0.229621226,0.71556656,0.597016699,-0.7879226579999999,1.206869585,1.5289704480000001,0.715665042,0.0,0.0,-0.6018072329999999,-0.240674003,0.311042241,0.31007776800000003,0.0,-1.053145205,0.271862424
39,2/13/95,0.258398077,1.264239342,-1.116142334,0.564973254,0.0,0.41797344,1.626052087,0.717244454,-0.259067502,0.9600073729999999,0.8963940859999999,-0.423281055,0.45506335600000003,-0.18110478800000002,-0.460830309,0.0,0.356506616,-0.396301708,-1.401327594,1.077983849,0.492477056,-0.620157026,0.0,-0.808085205,0.800004267,-0.311042241,0.9245058140000001,-0.9446763909999999,0.480077734,0.9905528990000001
40,2/14/95,0.514801652,4.182651495,-0.804941293,0.9810870559999999,0.0,0.520021973,0.80321717,-0.220143182,-0.45498941,0.0,0.627945548,-0.531633363,0.113443007,1.021950583,1.830714744,-0.267737777,0.35524016,0.9878249570000001,-0.487805845,0.0,-0.273298886,0.0,0.0,-0.203045755,-0.9607760059999999,-1.175101654,0.459067371,0.0,0.573067471,0.536194314
41,2/15/95,1.021720255,0.0,1.337991595,1.247417423,1.153415325,-0.728790316,0.531916148,1.313647791,2.3818312969999997,1.8928009890000002,2.4221745869999998,0.21299262600000002,-0.113443007,0.0,1.574835697,-0.897672096,0.5892768970000001,-0.525625389,1.4081320309999998,-1.077983849,1.413066991,1.236491797,-1.869213301,-0.611622702,0.0,0.86308892,1.665443491,0.203183273,0.0,0.798939003
42,2/16/95,1.513269735,-1.946533479,-0.533050303,0.0,-1.153415325,0.0,0.0,0.70441906,-0.5102051879999999,0.9331327429999999,0.0,0.318640737,9.520698595,-0.179586998,0.22296553300000002,0.0,-1.539402809,0.131665588,2.0993137369999997,-1.1628038,0.0,-0.30769255,0.0,0.408163832,0.160771739,-2.052163572,-0.60241146,0.270270435,0.475060276,0.96789141
43,2/17/95,-2.663442159,2.666824708,-0.535906963,-0.5524875929999999,-0.698489452,-1.6860251869999998,0.0,-1.578264053,-0.320205205,-0.9331327429999999,-1.177990575,-0.318640737,-1.350669884,-0.661258797,-1.34531177,-1.544783105,0.23837913600000002,-0.925320548,-1.139613473,-1.472780671,-1.467816513,2.134227348,-0.630916919,1.21458983,0.6405145999999999,-1.76995771,-1.675591373,-2.59754864,-1.5282054809999999,-0.96789141
44,2/21/95,2.287266167,-1.5672412409999998,1.068957266,-0.6949298290000001,0.698489452,-0.746670136,0.529101763,0.873844993,-1.551420904,0.467654788,0.0,-4.12653552,-0.20942416,-1.030624461,0.225479239,0.45683039700000005,0.356506616,-2.21559919,0.47641824299999996,1.472780671,0.709416345,0.601505573,-1.273902578,-1.01113096,0.715708821,-0.8968669979999999,0.917437628,-0.764689162,0.480077734,0.96789141
45,2/22/95,-2.030526616,-0.36518604200000004,-0.533050303,2.070467336,-0.465117118,1.698554637,-0.264200946,-1.093504609,1.1658163129999999,2.3060207090000002,1.787129514,0.552793005,1.146442989,0.0,0.673403218,1.537796021,-0.356506616,1.013179893,0.18993358,-0.219539056,1.189203204,0.299401421,3.1548357730000003,1.412737926,-0.715708821,0.245398896,0.152091284,2.617229277,0.0,0.174978172
46,2/23/95,1.4004048080000002,1.212136053,1.6432916830000002,1.356872921,0.928080907,0.21030502,-0.796816965,0.438837786,0.7058097959999999,0.454890853,2.350695886,-0.997238181,-0.20746895399999998,0.0,-1.805918154,0.44782878200000004,0.356506616,1.66614984,0.47326165,1.5267472130000002,0.428955081,2.071079944,0.0,0.599402394,1.111122543,0.651468102,0.454890853,0.745008525,0.0,-0.525855725
47,2/24/95,-1.4004048080000002,0.0,-1.11024138,-0.947874395,1.603699891,-2.338044864,0.531916148,0.436920411,0.5102051879999999,-1.2176710579999999,-0.545230595,0.0,0.311042241,0.849519672,0.454546237,0.267737777,-0.356506616,0.593082463,1.4064929469999998,0.0,1.381531006,-0.587373201,-0.623054975,0.19900504100000002,0.39385635799999996,-0.651468102,0.0,0.940235268,0.0,-0.617013857
48,2/27/95,-2.466056182,1.435431345,-0.533050303,-0.6825965070000001,-1.603699891,-1.189846379,0.529101763,-0.436920411,-0.702205247,-2.010895292,-0.598207168,-1.9112442369999998,-0.831605624,-1.154677065,-0.22701485300000002,-0.446628701,-0.956945102,-0.39499722200000004,-0.466636404,-1.088150019,0.0,-0.887579791,0.9331327429999999,0.0,-0.630916919,-0.245398896,-0.151400483,-1.413688976,-1.5444322430000001,0.441112316
49,2/28/95,-1.32277061,-1.074637208,-0.267594487,-0.274348595,-0.46296379,0.974561043,0.7884403520000001,1.574835697,0.19200005899999997,2.010895292,0.8959741370000001,-1.3714500669999998,0.31266309999999997,1.636896203,1.80185055,-0.26893785800000003,1.668691879,-0.065984826,0.88475548,0.364033893,0.473809783,0.887579791,1.8405427540000001,0.7920833490000001,0.237060561,1.78576174,0.45351551700000003,0.6756782459999999,1.5444322430000001,0.351494211
50,3/1/95,-2.56251378,-0.360794138,0.0,-0.9661910909999999,-1.6374634869999998,-2.730917937,-0.7884403520000001,0.644470544,1.2075138779999999,-0.306748707,-5.1345457869999995,0.459243057,1.753526106,0.180234353,-1.1223462370000001,-0.179694568,-0.35524016,-0.728721343,0.462535515,-0.364033893,0.26226083699999997,0.0,0.606062461,0.0,-1.350835002,-0.32232098800000003,0.451468035,-1.629363949,2.646657319,-0.43956114700000004
51,3/2/95,1.2220111329999999,0.0,0.0,1.240539686,-0.710062155,-3.035646248,0.263504764,-1.3473661119999998,0.0,-1.860518783,-1.5243396340000002,0.34305351,-1.027758276,2.489755162,0.225479239,2.574487505,-0.594885752,0.132890385,-0.648150417,0.726747385,-1.3713295069999998,-0.294985465,0.60241146,0.19704439899999998,0.796816965,-0.242424361,-0.15026298800000001,0.0,2.031464135,-0.35304538
52,3/3/95,2.004075088,-0.36210057700000003,0.267594487,0.136892561,-0.954661188,0.455581654,-1.058210933,-0.6532413,-0.506650862,-0.313479881,0.0,0.5691535,0.720538372,3.339400682,3.540192705,-0.615386557,-0.358637563,-0.532624428,0.463392859,-1.165344579,0.423954,-0.815725695,0.0,0.7843177459999999,0.0,-0.975617495,-0.7547205640000001,-1.17040923,0.455997142,-0.176991197
53,3/6/95,-2.9532347569999997,-0.850035477,-0.804941293,-0.686344492,-1.206287245,-0.455581654,1.321023174,-0.437877,4.105053983,-0.47207011299999996,-1.92519315,-1.3714500669999998,1.5267472130000002,0.45197817100000004,0.43384016,0.439947916,-1.326119494,-0.334336654,1.331822211,-0.36697288899999997,-0.9030605859999999,2.063448304,0.8968669979999999,1.934296284,0.5540180379999999,-0.573537008,1.204833852,-1.254371848,-2.487461277,1.144882607
54,3/7/95,-2.343318801,-1.103628614,-0.8114732109999999,-1.8068594409999998,-1.221016391,-0.572411408,-0.7905179509999999,0.0,-2.280530266,-0.157853229,0.9672294640000001,-0.924862084,0.904983552,-0.621998047,-2.188271125,0.0,-2.581581596,-1.009769603,-0.9165967009999999,0.0,0.0,-0.585224787,1.76995771,-0.962471337,-1.7516371419999999,-2.159552363,-1.204833852,0.0,0.46533355299999996,0.0
55,3/8/95,2.070467336,0.36923118899999996,0.0,0.280112228,0.978002905,-0.22988515899999998,1.052641299,0.0,0.0,1.099775421,1.8543577709999999,-1.403531812,-1.10720809,0.0,-0.8888947420000001,0.175438641,-1.0012599290000002,-0.338868505,0.229938018,0.0,-0.267165534,-0.293901755,4.572224933999999,-1.559485796,-0.160771739,0.25157246,-0.30349037,-0.492092381,0.0,1.218465902
56,3/9/95,-0.960885911,-2.7398974189999996,1.348820017,-0.280112228,-0.7326040090000001,1.5982075340000002,-0.26212334800000003,-0.439802798,-0.187207543,0.0,2.437247941,-0.23584916600000003,1.10720809,1.071942563,0.667410709,0.0,-0.251889302,-0.271924029,-0.506563367,0.36697288899999997,3.00417849,-0.5904076189999999,-0.841519693,-0.591134726,1.120011708,0.667782114,-0.304414238,0.7722046090000001,-1.026607243,-0.433464051
57,3/10/95,1.641623733,2.000066671,1.647658853,1.254371848,2.421425812,1.461521237,1.044395916,0.877679798,2.71119502,2.7736754969999997,0.9179054759999999,0.823049914,-0.5017571989999999,0.615386557,0.221484033,1.478930827,3.591717342,1.486513859,3.135907949,2.674535998,1.3409174609999999,0.0,0.841519693,-1.192857087,1.891309331,2.139999361,0.759305091,2.14466885,2.042782269,0.778887538
58,3/13/95,-0.40788635700000003,1.1077036340000002,-0.263922032,0.0,1.4252022709999999,-2.257432204,-0.782272568,0.6532413,-2.961351498,-0.152091284,1.210912879,1.3953714769999999,1.2000144,1.109273715,1.100121106,2.135920585,-0.36563112,1.4647399019999998,0.22346378,1.416454277,-0.46213176,0.295639535,0.8344971929999999,1.192857087,0.0,0.649352931,0.30211503300000003,0.47797974200000004,0.0,-0.17256259699999998
59,3/14/95,-1.92578166,0.36652454,4.445176257,1.238832086,1.17234637,0.455581654,-1.8494582640000001,1.1330037579999999,0.686430152,0.606982137,-1.210912879,-1.6298381730000002,-0.39840690100000004,-0.608577259,1.304366319,0.0,0.36563112,0.7244022459999999,0.0,2.156605321,3.091201283,1.173894625,3.804806764,1.9570096190000001,2.009341173,1.206287245,-0.150943425,1.621657159,0.549955557,-0.17286089
60,3/15/95,1.92578166,-1.846206284,-1.836786333,-0.136892561,-0.936775,1.57838677,0.531916148,0.6417134320000001,-1.1257154520000001,-2.295433607,0.304105658,1.398624197,0.597016699,0.277085242,-0.65005646,1.842598195,0.968530573,0.196656897,0.445435035,-1.805604609,-1.7111640469999998,0.943745662,-1.6129381930000002,-1.1696039759999999,0.381825588,-0.641541896,-0.151171609,-0.6724974909999999,-0.8260717009999999,-0.433464051
61,3/16/95,0.40788635700000003,1.479681744,2.592267136,0.6825965070000001,2.325686216,2.43105895,0.792606527,0.266169973,0.8766493209999999,2.144033124,0.303183658,1.607382483,-0.49726606700000003,2.135312447,-0.43573053700000003,0.41407926700000003,0.0,0.6527438320000001,2.371652662,0.419581035,0.20283982600000003,0.863314714,-0.543479599,1.556451654,-0.534964975,1.199534575,0.151171609,1.140569225,0.551471986,1.2089957279999999
62,3/17/95,-1.641623733,-1.479681744,0.74981606,-0.956945102,-1.388911216,0.977737284,1.307208157,1.529969174,1.177577909,-1.219527309,-1.7816709519999998,0.7941051370000001,0.49726606700000003,-1.0893353909999999,-0.657176516,1.3951806119999999,0.0,-0.39113478799999996,-0.43497241299999995,1.386023574,0.656402256,1.704586727,-0.272851465,1.3423020330000002,1.294270065,1.18531613,0.0,-1.6140229330000002,-1.570471076,0.0
63,3/20/95,2.182897044,2.6962417610000005,-0.74981606,-1.243969048,0.0,-0.650761516,-0.26007817,1.712992834,-0.680064445,-0.153491972,-0.928799247,-0.45300190700000004,0.8888947420000001,1.0893353909999999,3.03053495,-0.818335172,0.0,0.26092643600000004,-0.8756623379999999,-0.344709062,1.051323826,1.398624197,1.626052087,0.759016927,0.151171609,1.481508579,-1.675591373,0.0,1.018999091,-0.257842859
